#CCD x0    y0    width height
1    0     0     2048  15    
1    0     15    15    4081  
1    38    15    2     4081  
1    48    15    3     4081  
1    68    15    4     4081  
1    98    15    3     4081  
1    122   15    2     4081  
1    232   15    1     1105  
1    1334  15    1     1378  
1    1712  15    1     1180  
1    1776  15    1     989   
1    1827  15    1     857   
1    1876  15    1     937   
1    1917  15    3     4081  
1    1925  15    1     1     
1    1937  15    1     4081  
1    1949  15    4     4081  
1    1967  15    3     4081  
1    1993  15    2     4081  
1    2009  15    3     4081  
1    2028  15    20    4081  
1    1936  650   1     15    
1    1938  650   1     15    
1    1826  861   1     11    
1    1828  861   1     11    
1    1875  941   1     11    
1    1877  941   1     11    
1    1775  993   1     11    
1    1777  993   1     11    
1    231   1109  1     11    
1    233   1109  1     11    
1    1953  1183  1     11    
1    1711  1184  1     11    
1    1713  1184  1     11    
1    1333  1382  1     11    
1    1335  1382  1     11    
1    15    4081  23    15    
1    40    4081  8     15    
1    51    4081  17    15    
1    72    4081  26    15    
1    101   4081  21    15    
1    124   4081  1793  15    
1    1920  4081  17    15    
1    1938  4081  11    15    
1    1953  4081  14    15    
1    1970  4081  23    15    
1    1995  4081  14    15    
1    2012  4081  16    15    
1    1815  29    1     1     
1    2019  58    1     1     
1    1960  154   1     1     
1    1355  171   1     1     
1    2026  176   1     1     
1    894   300   1     1     
1    269   427   1     1     
1    1941  823   1     1     
1    1459  922   1     1     
1    1827  926   1     1     
1    1827  986   1     1     
1    1876  1006  1     1     
1    1482  1012  1     2     
1    1827  1046  1     1     
1    1776  1058  1     1     
1    1876  1066  1     1     
1    1827  1106  1     1     
1    1776  1118  1     1     
1    1876  1126  1     1     
1    1827  1166  1     1     
1    232   1174  1     1     
1    1776  1178  1     1     
1    1876  1186  1     1     
1    1827  1226  1     1     
1    232   1234  1     1     
1    1776  1238  1     1     
1    1876  1246  1     1     
1    1712  1249  1     1     
1    1827  1286  1     1     
1    232   1294  1     1     
1    1776  1298  1     1     
1    1876  1306  1     1     
1    1712  1309  1     1     
1    1827  1346  1     1     
1    232   1354  1     1     
1    1776  1358  1     1     
1    1613  1360  1     1     
1    1876  1366  1     1     
1    1712  1369  1     1     
1    1827  1406  1     1     
1    232   1414  1     1     
1    1776  1418  1     1     
1    1876  1426  1     1     
1    1712  1429  1     1     
1    1334  1447  1     1     
1    1827  1466  1     1     
1    232   1474  1     1     
1    1776  1478  1     1     
1    1876  1486  1     1     
1    1712  1489  1     1     
1    1334  1507  1     1     
1    1827  1526  1     1     
1    232   1534  1     1     
1    1776  1538  1     1     
1    1876  1546  1     1     
1    1712  1549  1     1     
1    1334  1567  1     1     
1    1827  1586  1     1     
1    232   1594  1     1     
1    1776  1598  1     1     
1    1876  1606  1     1     
1    1712  1609  1     1     
1    1334  1627  1     1     
1    1827  1646  1     1     
1    232   1654  1     1     
1    1776  1658  1     1     
1    1876  1666  1     1     
1    1712  1669  1     1     
1    1334  1687  1     1     
1    1827  1706  1     1     
1    232   1714  1     1     
1    1776  1718  1     1     
1    1876  1726  1     1     
1    1712  1729  1     1     
1    1334  1747  1     1     
1    1827  1766  1     1     
1    232   1774  1     1     
1    1624  1776  1     1     
1    1776  1778  1     1     
1    1876  1786  1     1     
1    1712  1789  1     1     
1    1334  1807  1     1     
1    1827  1826  1     1     
1    232   1834  1     1     
1    1776  1838  1     1     
1    1876  1846  1     1     
1    1712  1849  1     1     
1    1334  1867  1     1     
1    1827  1886  1     1     
1    232   1894  1     1     
1    1776  1898  1     1     
1    1876  1906  1     1     
1    1712  1909  1     1     
1    1334  1927  1     1     
1    1884  1934  1     1     
1    1827  1946  1     1     
1    232   1954  1     1     
1    1776  1958  1     1     
1    1876  1966  1     1     
1    1712  1969  1     1     
1    1334  1987  1     1     
1    1827  2006  1     1     
1    232   2014  1     1     
1    1776  2018  1     1     
1    1876  2026  1     1     
1    1712  2029  1     1     
1    1334  2047  1     1     
1    1827  2066  1     1     
1    232   2074  1     1     
1    1776  2078  1     1     
1    1876  2086  1     1     
1    1712  2089  1     1     
1    1334  2107  1     1     
1    1827  2126  1     1     
1    232   2134  1     1     
1    1776  2138  1     1     
1    1876  2146  1     1     
1    1712  2149  1     1     
1    1334  2167  1     1     
1    1827  2186  1     1     
1    232   2194  1     1     
1    1776  2198  1     1     
1    1876  2206  1     1     
1    1712  2209  1     1     
1    1334  2227  1     1     
1    1827  2246  1     1     
1    232   2254  1     1     
1    1776  2258  1     1     
1    1876  2266  1     1     
1    1712  2269  1     1     
1    1334  2287  1     1     
1    1827  2306  1     1     
1    232   2314  1     1     
1    1776  2318  1     1     
1    1876  2326  1     1     
1    1712  2329  1     1     
1    1334  2347  1     1     
1    1827  2366  1     1     
1    232   2374  1     1     
1    1776  2378  1     1     
1    1876  2386  1     1     
1    1712  2389  1     1     
1    1334  2407  1     1     
1    1827  2426  1     1     
1    232   2434  1     1     
1    1776  2438  1     1     
1    1876  2446  1     1     
1    1712  2449  1     1     
1    1334  2467  1     1     
1    1827  2486  1     1     
1    1117  2493  1     1     
1    232   2494  1     1     
1    1776  2498  1     1     
1    1876  2506  1     1     
1    1712  2509  1     1     
1    1334  2527  1     1     
1    1653  2530  1     1     
1    1827  2546  1     1     
1    232   2554  1     1     
1    1776  2558  1     1     
1    1876  2566  1     1     
1    1712  2569  1     1     
1    1334  2587  1     1     
1    1827  2606  1     1     
1    1492  2607  1     1     
1    232   2614  1     1     
1    1776  2618  1     1     
1    1876  2626  1     1     
1    1712  2629  1     1     
1    1334  2647  1     1     
1    1827  2666  1     1     
1    232   2674  1     1     
1    1776  2678  1     1     
1    1876  2686  1     1     
1    1712  2689  1     1     
1    1334  2707  1     1     
1    1827  2726  1     1     
1    232   2734  1     1     
1    1776  2738  1     1     
1    1876  2746  1     1     
1    1712  2749  1     1     
1    1334  2767  1     1     
1    1827  2786  1     1     
1    232   2794  1     1     
1    1776  2798  1     1     
1    1876  2806  1     1     
1    1712  2809  1     1     
1    1334  2827  1     1     
1    1827  2846  1     1     
1    232   2854  1     1     
1    1776  2858  1     1     
1    1876  2866  1     1     
1    1712  2869  1     1     
1    1334  2887  1     1     
1    1703  2902  1     1     
1    1827  2906  1     1     
1    232   2914  1     1     
1    1776  2918  1     1     
1    1876  2926  1     1     
1    1712  2929  1     1     
1    1334  2947  1     1     
1    1827  2966  1     1     
1    232   2974  1     1     
1    1776  2978  1     1     
1    1876  2986  1     1     
1    1712  2989  1     1     
1    1334  3007  1     1     
1    1827  3026  1     1     
1    232   3034  1     1     
1    1776  3038  1     1     
1    1876  3046  1     1     
1    1712  3049  1     1     
1    1334  3067  1     1     
1    1827  3086  1     1     
1    232   3094  1     1     
1    1776  3098  1     1     
1    1876  3106  1     1     
1    1712  3109  1     1     
1    1334  3127  1     1     
1    1827  3146  1     1     
1    232   3154  1     1     
1    1776  3158  1     1     
1    1876  3166  1     1     
1    1712  3169  1     1     
1    1334  3187  1     1     
1    1827  3206  1     1     
1    232   3214  1     1     
1    1776  3218  1     1     
1    1876  3226  1     1     
1    1712  3229  1     1     
1    1334  3247  1     1     
1    1827  3266  1     1     
1    232   3274  1     1     
1    1776  3278  1     1     
1    1876  3286  1     1     
1    1712  3289  1     1     
1    1334  3307  1     1     
1    1827  3326  1     1     
1    232   3334  1     1     
1    1776  3338  1     1     
1    1876  3346  1     1     
1    1712  3349  1     1     
1    1334  3367  1     1     
1    1827  3386  1     1     
1    232   3394  1     1     
1    1776  3398  1     1     
1    1876  3406  1     1     
1    1712  3409  1     1     
1    1334  3427  1     1     
1    1827  3446  1     1     
1    232   3454  1     1     
1    1776  3458  1     1     
1    1876  3466  1     1     
1    1712  3469  1     1     
1    1334  3487  1     1     
1    1827  3506  1     1     
1    232   3514  1     1     
1    1776  3518  1     1     
1    1876  3526  1     1     
1    1712  3529  1     1     
1    1334  3547  1     1     
1    1827  3566  1     1     
1    232   3574  1     1     
1    1776  3578  1     1     
1    1876  3586  1     1     
1    1712  3589  1     1     
1    1334  3607  1     1     
1    1827  3626  1     1     
1    232   3634  1     1     
1    1776  3638  1     1     
1    1876  3646  1     1     
1    1712  3649  1     1     
1    1334  3667  1     1     
1    1827  3686  1     1     
1    232   3694  1     1     
1    1776  3698  1     1     
1    1876  3706  1     1     
1    1712  3709  1     1     
1    1334  3727  1     1     
1    1827  3746  1     1     
1    232   3754  1     1     
1    1776  3758  1     1     
1    1876  3766  1     1     
1    1712  3769  1     1     
1    1334  3787  1     1     
1    1827  3806  1     1     
1    232   3814  1     1     
1    1776  3818  1     1     
1    1876  3826  1     1     
